STAID,split_role,STATE,HUC02,area_class,hydro_class,stratum_id,assignment_reason
01362370,development_train,NY,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01362500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01363382,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01367500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01372500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01374505,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01374531,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01374559,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01374890,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01374901,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01374930,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01374941,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01377370,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01377500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01378500,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01379000,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01379500,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01379530,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01379773,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01379780,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01381000,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01381400,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01381500,spatial_holdout_nonca,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01381800,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01381900,development_train,NJ,02,high,high,stratum:02:high:high,direct_stratum_sample
01382500,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01383500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01384500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01386000,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01387420,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01387500,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01388000,spatial_holdout_nonca,NJ,02,high,high,stratum:02:high:high,direct_stratum_sample
01389550,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01390450,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01390500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01391500,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01393450,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01394500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01395000,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01396500,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01396660,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01397000,spatial_holdout_nonca,NJ,02,high,high,stratum:02:high:high,direct_stratum_sample
01398000,spatial_holdout_nonca,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01398500,spatial_holdout_nonca,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01399500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01399670,development_train,NJ,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01400000,development_train,NJ,02,high,high,stratum:02:high:high,direct_stratum_sample
01401000,development_train,NJ,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01401650,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01402000,development_train,NJ,02,high,high,stratum:02:high:high,direct_stratum_sample
01403150,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01403400,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01403540,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01403900,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01405030,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01405400,development_train,NJ,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01406050,development_train,NJ,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01407290,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01407500,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01407705,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01408000,development_train,NJ,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01408029,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01408120,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01408500,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01409280,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01409400,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01409810,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01410000,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01410150,spatial_holdout_nonca,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01411000,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01411300,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01411500,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01412800,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01413088,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01413398,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01413408,development_train,NY,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01413500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01414500,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01415000,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01417000,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01419500,development_train,NY,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01420500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01421610,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01421618,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01421900,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01422500,spatial_holdout_nonca,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01422747,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01423000,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01427500,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01428000,development_train,NY,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01429500,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01430000,spatial_holdout_nonca,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01431500,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01432900,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01433500,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01434017,spatial_holdout_nonca,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01434025,development_train,NY,02,low,low,stratum:02:low:low,direct_stratum_sample
01434498,development_train,NY,02,low,high,stratum:02:low:high,direct_stratum_sample
01435000,development_train,NY,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01436000,development_train,NY,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01436690,development_train,NY,02,high,high,stratum:02:high:high,direct_stratum_sample
01439500,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01440000,spatial_holdout_nonca,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01440400,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01440485,spatial_holdout_nonca,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01442500,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01443280,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01443500,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01445000,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01446000,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01446775,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01446776,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01447500,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01447680,development_train,PA,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01447720,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01447800,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01449360,development_train,PA,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01449800,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01450500,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01451500,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01451650,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01452000,spatial_holdout_nonca,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01452500,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01457000,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01459500,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01463620,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01464000,development_train,NJ,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01464500,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01464645,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01464750,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01464907,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01465500,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01465798,development_train,PA,02,low,high,stratum:02:low:high,direct_stratum_sample
01465850,development_train,NJ,02,middle,low,stratum:02:middle:low,direct_stratum_sample
01466500,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01466900,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01467000,development_train,NJ,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01467042,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01467048,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01467081,development_train,NJ,02,low,high,stratum:02:low:high,direct_stratum_sample
01467086,development_train,PA,02,low,high,stratum:02:low:high,direct_stratum_sample
01467087,development_train,PA,02,low,high,stratum:02:low:high,direct_stratum_sample
01467150,development_train,NJ,02,low,low,stratum:02:low:low,direct_stratum_sample
01468500,development_train,PA,02,middle,high,stratum:02:middle:high,direct_stratum_sample
01469500,development_train,PA,02,low,middle,stratum:02:low:middle,direct_stratum_sample
01470500,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01470779,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01470960,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01471000,development_train,PA,02,high,high,stratum:02:high:high,direct_stratum_sample
01471875,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01472157,development_train,PA,02,middle,middle,stratum:02:middle:middle,direct_stratum_sample
01472198,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01472199,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01472620,development_train,PA,02,low,low,stratum:02:low:low,direct_stratum_sample
01472810,development_train,PA,02,middle,low,stratum:02:middle:low,direct_stratum_sample
