gauge_id,p_mean,pet_mean,aridity,moisture_index,seasonality,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,sgr_dk_sav,nli_ix_sav,glc_pc_s03,pet_mm_syr,swc_pc_s09,ele_mt_smx,tbi_cl_smj,swc_pc_s01,swc_pc_s02,swc_pc_s03,swc_pc_s04,swc_pc_s05,swc_pc_s06,swc_pc_s07,swc_pc_s08,crp_pc_sse,glc_pc_s22,glc_pc_s20,wet_pc_sg1,wet_pc_sg2,pac_pc_sse,swc_pc_s10,swc_pc_s11,swc_pc_s12,clz_cl_smj,gwt_cm_sav,glc_pc_s18,hft_ix_s93,glc_pc_s15,ire_pc_sse,glc_pc_s16,glc_pc_s14,glc_pc_s12,kar_pc_sse,slp_dg_sav,glc_pc_s19,tmp_dc_s07,tmp_dc_s08,tmp_dc_s05,tmp_dc_s06,tmp_dc_s09,for_pc_sse,aet_mm_s06,aet_mm_s05,aet_mm_s08,aet_mm_s07,aet_mm_s09,tmp_dc_s10,tmp_dc_s11,aet_mm_s02,aet_mm_s01,tmp_dc_s12,aet_mm_s04,aet_mm_s03,lit_cl_smj,tmp_dc_s03,tmp_dc_s04,tmp_dc_s01,tmp_dc_s02,cls_cl_smj,pre_mm_syr,rdd_mk_sav,ele_mt_smn,pnv_pc_s09,wet_cl_smj,pnv_pc_s11,pnv_pc_s12,pnv_pc_s10,pnv_pc_s14,cmi_ix_syr,pet_mm_s11,pet_mm_s12,pet_mm_s10,tmp_dc_smn,wet_pc_s08,wet_pc_s09,slt_pc_sav,wet_pc_s01,hdi_ix_sav,wet_pc_s07,fec_cl_smj,glc_cl_smj,swc_pc_syr,hft_ix_s09,soc_th_sav,gdp_ud_sav,gdp_ud_ssu,tmp_dc_smx,cly_pc_sav,pet_mm_s02,pet_mm_s03,pet_mm_s01,snw_pc_smx,ppd_pk_sav,pet_mm_s08,aet_mm_s11,pet_mm_s09,aet_mm_s10,pet_mm_s06,pet_mm_s07,aet_mm_s12,pet_mm_s04,pet_mm_s05,inu_pc_slt,ero_kh_sav,aet_mm_syr,cmi_ix_s10,cmi_ix_s11,cmi_ix_s12,ari_ix_sav,tmp_dc_syr,tec_cl_smj,inu_pc_smn,pnv_cl_smj,pre_mm_s08,pre_mm_s09,run_mm_syr,pre_mm_s06,pre_mm_s07,pre_mm_s04,pre_mm_s05,snd_pc_sav,pre_mm_s02,pre_mm_s03,ele_mt_sav,pre_mm_s01,urb_pc_sse,lka_pc_sse,pre_mm_s10,inu_pc_smx,pre_mm_s11,pre_mm_s12,cmi_ix_s07,cmi_ix_s08,cmi_ix_s05,cmi_ix_s06,cmi_ix_s09,cmi_ix_s03,cmi_ix_s04,cmi_ix_s01,cmi_ix_s02,pst_pc_sse,dis_m3_pmn,dis_m3_pmx,dis_m3_pyr,lkv_mc_usu,ria_ha_usu,riv_tc_usu,pop_ct_usu,gauge_lat,gauge_lon,gauge_name,country,area
il_17117,1.245904175,5.415997262,4.347041586,-0.592593653,1.270538388,0.065229295,1.585690516,0.821081451,10.51358457,151.3964463,4160.130781,1.546419204,1324.101109,8.726790398,871.032347,12,57.47257939,77.47714371,83.66207923,73.29146689,52.01369297,34.00912865,21.28233825,13.00456432,71.17506557,0,0,0,0,0,7.277773925,14.55098353,33.37061233,12,499.2439022,64.61038908,263.3231619,0,1.639257612,0.824193129,2.097402731,28.82419313,100,91.50304705,2.370612333,245.1674195,249.8896456,204.6210003,229.6255646,234.7138387,1.546419204,53.01369297,79.56924082,20.00456432,34.00912865,11.00456432,212.9916127,171.3576607,41.73666034,27.19024114,122.4504991,86.66207923,72.56998212,5,124.9040799,161.2648223,101.7237087,107.1772895,89,545.5295058,3172.934484,231.7137022,7.923078459,13,80.21016691,11.86675463,0,0,-58.89346862,66.63469329,47.18567682,105.366048,101.7237087,0,0,34.5464192,0,851.8343411,0,436,18,39.55554785,286.8872358,17.18493552,6865.432777,1432872558,249.8896456,25.81962881,53.90790289,87.00530562,46.18567682,0,605.0688372,159.8241931,10.5464192,131.5464192,8,168.9954357,173.2732096,15.64382193,121.9124672,161.8150645,19.30583181,4129.03462,459.5013786,-88.4535808,5.657514904,58.10653138,41.55554785,180.5380319,791,0.819628806,11,0,0,193.4799702,0,0,20.18037119,4.726790398,39.90716159,107.3005955,80.7678693,559.0142063,136.2138041,27.91844478,0,12.5464192,6.213804053,71.01443427,113.4040452,-100,-100,-97.2732096,-100,-100,-6.237436318,-83.26864528,66.00912865,49.10579008,17.53272624,0.127,5.556,1.625,0,31.486,81.169,121.738,32.0718534,34.94641642,SHILLO - LOD-ROSH HA'AYIN ROAD,Israel,355.7902066
il_17123,1.251110883,5.40279603,4.318399035,-0.589456298,1.277931095,0.065229295,1.583056478,0.820876112,10.49256343,151.639526,4151.411248,1.533033464,1323.669227,8.733483268,873.1690874,12,57.44009606,77.45391122,83.66817618,73.32177737,52.04144548,34.02763032,21.29414705,13.01381516,71.26876575,0,0,0,0,0,7.28033189,14.54684862,33.34639882,12,500.3972487,64.68047166,263.0038297,0,1.599100391,0.813365354,2.079882086,28.81336535,100,91.70106439,2.346398818,245.0768732,249.7965413,204.5438398,229.5576549,234.6099067,1.533033464,53.04144548,79.60210926,20.01381516,34.02763032,11.01381516,212.8902386,171.2228222,41.67898248,27.14594901,122.2888892,86.66817618,72.51997815,5,124.7558557,161.1567553,101.5554059,107.0223724,89,545.4054587,3176.562149,233.626497,7.728985223,13,80.49757521,11.77343956,0,0,-58.8924876,66.58528523,47.13213385,105.3325837,101.5554059,0,0,34.53303346,0,851.4000018,0,436,18,39.56066378,286.5823069,17.21426496,6812.753196,1402990545,249.7965413,25.7995502,53.85180196,86.93168405,46.13213385,0,601.5011426,159.8133654,10.53303346,131.5330335,8,168.9861848,173.2665167,15.61291555,121.8656171,161.785735,19.32706576,4128.325861,459.4046988,-88.46696654,5.654361026,58.1075124,41.56066378,180.423272,791,0.799550196,11,0,0,193.2173348,0,0,20.2004498,4.733483268,39.93393307,107.3494077,80.8578197,561.6204285,136.1328937,27.76114409,0,12.53303346,6.132893698,70.95931437,113.2788427,-100,-100,-97.26651673,-100,-100,-6.073864354,-83.25270157,66.02763032,49.18964351,17.49158799,0.127,5.556,1.625,0,31.486,81.169,121.738,32.06946496,34.96075224,SHILLO-DIVERSION TO QUARRY,Israel,352.5437009
il_17135,1.111845311,6.017677618,5.412333493,-0.691365562,0.99424314,0.06495551,1.611205433,0.828131417,10.89018902,123.3529692,4803.252042,4.49857385,1342.515956,8.403970925,700.6958939,12,60.23714578,79.02878021,83.09784279,71.1178611,50.44502561,32.79216818,20.37130536,12.76874954,60.60076052,10.16273082,0,0,0,0,7.291245496,15.14396843,35.19748367,12,408.0374109,49.62941179,288.2264126,0,4.683216571,2.608708093,1.523556924,29.33333642,93.72901202,70.03437502,2.464114176,250.9475762,256.4012602,209.1544013,233.5365251,242.135796,4.49857385,50.94250772,77.23436498,19.26623164,32.91908907,10.76874954,219.4224071,179.7177997,45.51914618,30.279162,132.6917079,85.71963611,75.54594189,5,134.8871291,168.4787511,112.6211311,117.4941869,89,552.4837675,3289.465381,103.2808592,25.0092948,13,67.65565488,7.335050322,0,0,-58.89154921,69.65105857,50.21937735,106.8081158,112.6211311,0,0,35.05269461,0,872.3820773,0,436,18,39.5232401,309.9184991,15.12831347,11429.0089,3073802612,256.4012602,26.52736983,57.38884822,91.27574467,49.20834857,0,993.8120127,159.3293947,11.36133803,131.7264375,8,167.9897715,171.9564941,17.86118275,124.1943635,162.3417821,24.53071468,3476.193227,465.2618641,-87.13614407,7.150032795,58.65617975,41.2804271,188.0265581,791,6.421456973,11,0,0.115892109,209.4304418,0,0,19.11331394,4.403970925,38.64036763,102.7731712,73.41724371,382.4033076,140.8435435,46.24494795,0,13.72004314,16.44932037,75.49596501,122.3495063,-100,-100,-97.26319243,-100,-99.88410789,-18.171995,-84.48804853,64.96089061,43.23526406,16.4863146,0.519,22.419,6.493,0,163.04,702.559,1027.285,32.10619345,34.83063492,YARQON - HERZLIA ROAD,Israel,940.5705298
il_17144,0.813587269,6.763156057,8.312760432,-0.815625233,0.590632949,0.063518138,1.639575972,0.856536619,12.514,153.2240682,5834.397019,10.56782403,1396.914816,7,622.2779853,12,55.72870388,72.29652791,75.56782403,64.13564806,45.13564806,28.56782403,18,11,57.67824031,0,0,0,0,3.839120155,6,13.86435194,32.29652791,14,303.1483729,31.13564806,319.5331031,0,9.914815503,17.97476822,2.567824031,35.18611163,97.40694419,57.23032171,2,254.5930558,259.1608798,215.2965279,238.2965279,245.0252318,10.56782403,46.70347209,70.70347209,17,29.56782403,9,224.1608798,185.4574078,45.02523178,30.16087984,139.3217597,79.56782403,72.72870388,6,142.1861116,174.4574078,119.6182876,124.1861116,91,517.6182876,2865.978657,90.75717132,49.9810217,13,50.0189783,0,0,0,-63,73.72870388,53.72870388,110.8643519,119.6182876,0,0,34.43217597,0,899,0,436,18,36,340.5331031,15.54259225,22110.56838,2242174656,259.1608798,27.72870388,62.59305581,96.59305581,53.59305581,0,1109.66086,164.7034721,10.86435194,135.1356481,7,174.1356481,178.2712961,17.72870388,127.8643519,167.1356481,24.77916744,3161.912451,436.7539357,-88.13564806,-2.839120155,53.43217597,37,193.4574078,791,3.457407751,11,0,0.432175969,215.0252318,0,0,16.13564806,4,37.83912016,96.40694419,71.11041628,292.6942008,129.5930558,52.43217597,0.864351938,13.29652791,11.64351938,71.45740775,115.6182876,-100,-100,-98,-100,-100,-25.48263953,-87.43217597,58.56782403,34.67824031,16.29652791,0.184,6.965,2.111,1,40.469,126.686,327.449,31.95851271,34.90455999,AYYALON - LOD WEIR,Israel,284.1681202
il_17155,1.107762491,5.575768652,5.033361117,-0.657206761,1.105888503,0.063791923,1.571669477,0.831211499,10.81389136,176.0537916,5195.394359,2.173569214,1362.926696,7.874917708,792.9744309,12,58.54749941,77.29733483,82.67192337,71.12442395,50.24950625,32.49967083,19.74983542,12.74983542,58.9385164,0,0,0,0,0,6.874917708,14.54749941,33.67258171,12,426.2233468,50.29126971,283.3136912,0.375246877,1.751152092,0.250164585,7.904342832,32.80307078,100,89.262643,6.202336001,248.7682389,253.6431566,208.9705749,232.9705749,238.8933212,2.173569214,51.24950625,77.99934166,18.74983542,32.49967083,10.74983542,217.7682389,177.6909852,44.29799317,29.17291088,130.066232,86.12442395,74.67258171,6,131.7688972,166.5959863,109.4414789,114.7688972,91,548.0034318,3871.708756,142.3831169,10.20891938,13,65.79932886,23.53925118,0,0,-59.82774746,70.29799317,50.29799317,108.5003292,109.4414789,0,0,34,0,899,0,436,18,39.17225254,306.3902866,17.95217142,7504.315592,370674614.5,253.6431566,26.50032917,57.54815775,91.12574063,49.42307546,0,559.6541979,163.5775829,10.25016458,133.5775829,7.874917708,172.5775829,176.4525006,16.92274629,125.0478286,165.2501646,30.87214428,4584.947469,460.986345,-88.32741829,2.267251368,58.17225254,40.17225254,186.1434858,791,2.501645845,11,0,0,215.2679097,0,0,18.17225254,4,39.49967083,105.7963473,79.18393254,459.0923014,135.4873325,42.70748164,0,12.797664,16.37313179,72.01774512,120.8154091,-100,-100,-97.54749941,-100,-100,-12.4893075,-85.25016458,63.37458854,44.99868332,22.47024571,0.15,6.164,1.935,0,40.559,138.279,149.801,31.98416293,34.9057251,NATUF - EL-AL JUNCTION,Israel,241.9880341
il_17162,0.839181383,5.58757974,6.65836952,-0.755350259,0.80339121,0.063107461,1.628975265,0.852429843,12.10301263,58,5291,8,1395,8,452,12,62,78,80,67,47,30,19,12,47,9,0,0,0,0,7,15,36,14,261,26,301,0,10,4,5,33,93,38,17,257,262,215,238,249,8,48,73,18,30,10,226,189,51,35,144,83,78,1,147,177,126,130,91,552,2392,33,67,13,0,33,0,0,-60,75,56,111,126,0,0,35,0,899,0,436,12,38,334,13,22888,4124162048,262,30,64,99,55,0,1595.915,162,12,134,8,171,175,20,128,166,27,2672,465,-86,5,58,40,197,791,0,9,0,0,223,0,0,17,4,36,97,67,151,141,50,0,15,18,79,132,-100,-100,-98,-100,-100,-32,-87,61,33,23,0.069,2.738,0.8,0,14.19,35.509,180.49,32.00873513,34.91654654,BET ARIF - ROAD 46,Israel,83.49379466
il_17164,0.93752293,6.244531143,6.660670312,-0.759962909,0.770813677,0.064134155,1.635253054,0.845174538,11.63807729,160.457686,5561.603346,6.71162692,1381.798892,7.405381628,686.6348507,12,57.1442454,74.6696142,78.80296852,67.2796373,47.42988426,30.34888687,18.79800844,11.79800844,57.47615089,0.982120665,0,0,0,2.008837804,6.405381628,14.21483264,33.02185272,14,352.6632982,39.4228119,304.3081739,0.295536727,6.536712486,9.62087072,4.90986548,33.86823794,98.03253699,70.44811064,3.880431072,252.0470825,256.7354531,212.4433663,235.9132473,242.3714668,6.71162692,48.72562803,73.95525307,17.79800844,30.87900584,9.798008442,221.3555811,182.0840347,44.8884984,29.87261275,135.3274216,82.52676731,73.73886377,6,137.7254985,171.0525326,115.2750647,120.1826247,91,531.9559345,3314.584749,112.2355223,33.3987758,13,55.69445629,10.70033327,0,0,-61.53316353,72.25482941,52.26758423,109.8252504,115.2750647,0,0,34.25988483,0,899,0,436,18,37.46683647,325.9086426,16.48876106,15777.0256,1376560470,256.7354531,27.19549842,60.44647166,94.26027948,51.82634366,0,854.3595901,164.1199009,10.63601365,134.3797857,7.405381628,173.3542761,177.3383904,17.45821948,126.6188158,166.2123409,28.80574828,3753.635389,448.2255653,-88.16503936,-0.348222754,55.66648336,38.46683647,190.2904694,791,3.955788161,11,0,0.247130013,215.338137,0,0,17.02005956,4,38.54461675,100.5346844,74.54056177,361.5532457,132.4265254,48.7837377,0.468750399,13.14659006,15.3128065,71.92614921,118.4500596,-100,-100,-97.79356537,-100,-99.98724519,-19.95765448,-86.46187639,60.71600406,39.14096432,19.02597098,0.333,13.402,4.123,1,86.524,308.69,480.826,32.00134564,34.86406859,AYYALON-AIRPORT,Israel,549.0020534
il_17168,0.911160849,6.341711841,6.960035487,-0.777497325,0.712472044,0.064202601,1.657243816,0.847843943,11.89913545,125.0525067,5625.900338,6.098177302,1381.126508,7.575191022,567.5068429,12,59.24071058,76.19082874,79.28768362,67.05949352,47.3055627,30.39041252,18.99536287,11.85603039,49.0900735,14.00325325,0,0,0,1.424826859,6.714523496,14.72413882,34.58086753,14,304.7803719,32.48372503,315.0658235,0.374752109,8.260169805,7.408547294,4.499344541,29.9766873,83.98368896,57.03170806,5.222109822,253.3301937,258.103837,212.475097,236.094329,244.1340064,6.098177302,48.37592986,73.12078774,17.85603039,30.62740877,9.856030394,222.5511407,183.9331495,47.20978705,31.91002567,137.9611444,82.52047427,75.52618708,1,141.3725063,173.1820513,118.7794397,123.7062653,91,539.8370212,3231.387344,86.03589108,47.72299925,13,39.66280961,12.46781692,0,0,-60.81281659,73.04668674,53.34103839,109.8842267,118.7794397,0,0,34.19356316,0,899,0,436,18,37.90407912,335.5086241,15.06100406,19055.10465,4944237601,258.103837,26.7388623,61.89367696,96.04231611,53.0239365,0,1515.082041,162.6711122,11.30883431,133.7051095,7.714523496,171.4197438,175.4030867,18.61280129,127.0165174,164.748726,34.90990905,3129.01676,454.7429513,-87.2623489,2.733621817,56.90231473,39.18718341,192.2188562,791,7.458613271,9,0,0.317208928,218.1046535,0,0,16.59307393,4,39.21134636,99.23789395,71.24716046,285.7498032,134.4738898,54.65205475,0.333258192,14.10334028,21.90328069,75.50146378,124.32503,-100,-100,-97.7142933,-100,-99.84942017,-24.82752121,-86.89486266,60.51386404,36.95223786,17.50342771,0.495,19.238,5.762,1,134.232,575.089,1287.947,32.04037499,34.79383687,AYYALON - SHEKHUNAT 'EZRA,Israel,774.2690712
il_18115,0.987758385,5.961279261,6.03515936,-0.713964632,0.927054418,0.063312799,1.586620926,0.842847365,11.67203791,156.9248091,5797.406669,30.05517726,1353.628909,7.759277273,901.76025,12,51,68.51855455,76.03710909,67.03710909,47.27783182,30.51855455,18.75927727,11.75927727,30.68505909,9.870604551,0,0,0,9.333009083,6,13,29,12,557.1293954,22.31494091,328.1303682,0.759277273,1.962890907,8.851563629,13.66699092,14.48144545,100,91.33300908,0.759277273,241.4072273,245.4072273,203.64795,227.1665045,230.64795,30.05517726,49.03710909,73.79638637,17.75927727,31.27783182,9.759277273,209.64795,167.3701182,36.72216818,23.48144545,117.8515636,81.03710909,67,6,124.64795,160.4072273,96.85156363,103.6108409,84,496.8334955,5350.616388,374.5966637,9.388186347,13,90.61181365,0,0,0,-63.48144545,66.96289091,47.20361363,107.7221682,96.85156363,0,0,33.51855455,0,899,0,436,3,35.51855455,345.6669909,21.48144545,21615.28218,12692111118,245.4072273,25,53.44433636,88.20361363,46.20361363,0,2284.251924,165.4814455,8.240722727,135.2407227,7,173.4814455,179.2407227,13.48144545,124.4814455,164.7221682,55.98193183,1828.210009,419.0742182,-90.75927727,-6.722168181,52.79638637,36.51855455,177.8886727,791,14.11132728,11,0,0,176.1474636,0,0,17.75927727,4,42.24072273,101.7963864,83.07421819,674.8925637,116.7221682,68.57470456,0,10.24072273,45.7412091,62.48144545,101,-100,-100,-97.24072273,-100,-100,-5.610840903,-85.48144545,60.27783182,46.83349546,8.444336361,0.155,5.934,1.876,0,37.055,109.324,666.125,31.75722536,34.99487492,SOREQ - HARTUV,Israel,228.0892866
il_18125,0.727861054,7.609965777,10.45524518,-0.854025518,0.467750809,0.063039014,1.61013986,0.865639973,13.11929461,80,5194,11,1418,6,434,12,51,66,69,58,41,26,16,10,56,0,0,0,0,0,6,13,30,14,338,10,304,0,11,50,0,30,100,44,0,260,264,221,243,249,11,42,64,15,26,8,229,191,43,29,146,73,68,1,149,180,127,132,96,478,1383,94,100,13,0,0,0,0,-66,76,56,112,127,0,0,34,0,899,0,436,16,33,337,13,31671,1140629120,264,28,65,99,56,0,272.095,166,10,136,6,175,179,17,129,168,21,2606,403,-89,-9,46,34,199,791,0,9,0,0,207,0,0,15,4,37,87,66,211,122,28,1,13,18,69,103,-100,-100,-98,-100,-100,-33,-89,54,25,11,0.225,8.725,2.741,1,56.272,194.978,697.236,31.80110263,34.95170208,HAR'EL - KEFAR URIYYA,Israel,12.39417574
il_18131,0.875516769,6.590774812,7.52786816,-0.786408359,0.685071605,0.063449692,1.609375,0.85065024,12.04263566,138.5855259,5531.779301,26.17882645,1375.98425,7.161804724,753.9485158,12,51.0812096,67.64516055,73.5863117,63.9838143,45.12325828,29.00205835,17.86055603,11.14150232,38.94601921,5.755763303,0,0,0,8.101761509,6,13.0203024,29.3621559,12,488.5226431,17.90930667,317.220928,0.442751023,5.361326495,22.89582469,7.96951842,19.12895574,98.68034402,78.08584376,0.442751023,247.8456207,251.8456207,209.7597674,232.6858743,237.1422257,26.17882645,46.5660093,70.38596052,16.86055603,29.44480937,9.161804724,216.423172,175.7177188,38.93764892,25.38039995,127.7562652,78.2647606,67.3418535,6,133.0309275,167.228079,107.379065,113.5205673,84,490.633706,3768.031247,269.0277815,40.10888071,13,59.89111929,0,0,0,-64.39544425,70.0364881,50.31279078,109.2336395,107.379065,0,0,33.46769704,0,899,0,436,3,34.60455575,341.4148547,19.04110377,25796.42395,8220809220,251.8456207,25.9240485,57.49283955,91.93559057,49.61403948,0,1732.39356,165.6914349,8.878800075,135.4760394,6.719053701,173.9926836,179.1138835,14.75760015,125.9979416,165.8511812,43.5533324,2097.923963,413.7528476,-90.10089753,-7.529630132,50.39121862,35.60455575,185.3019721,791,8.948885584,11,0,0.0203024,188.8388657,0,0,16.81995123,4,40.77005918,96.85941463,77.1470629,515.0630041,118.6160978,53.48182803,0.382458298,11.18004877,35.26395621,64.72225345,101.8258238,-100,-100,-97.55724898,-100,-99.9796976,-15.30052823,-86.71699535,58.12325828,39.38481913,9.700391663,0.225,8.725,2.741,1,56.272,194.978,697.236,31.80832195,34.84811369,SOREQ - YESODOT,Israel,393.2637639
il_18150,0.842474333,6.957689938,8.258637289,-0.818663557,0.575311298,0.062833676,1.639285714,0.855578371,12.53761284,105.7005824,5555.762145,22.06061874,1377.672176,7.199309745,586.0530933,12,53.00175228,68.68490071,72.83151566,62.55196985,43.99243301,28.50185892,17.656917,10.94232208,42.93279743,4.84059025,0,0,0,5.305786004,6.097380163,13.54912815,30.99501687,14,368.8525854,14.10760147,317.8189577,0.289954497,13.05656417,33.61588691,5.316561108,19.85943177,73.55778558,56.38304204,0.289954497,251.1632792,255.1632792,211.7876631,235.1736879,241.1370478,22.06061874,45.18500735,67.93842837,16.656917,28.69443326,9.199309745,220.2276925,180.7969824,41.7523316,27.94490594,134.3933797,76.73999477,68.73802921,1,140.101016,172.2205234,114.9299132,120.7748551,96,493.8238245,2994.304506,186.3588422,60.77773184,13,39.22226816,0,0,0,-64.21859527,71.9971583,52.51917889,109.311426,114.9299132,0,0,33.01818616,0,899,0,436,16,34.68402457,342.4711072,16.03044028,27823.78192,7173265869,255.1632792,26.10512459,60.76575786,95.05571236,52.15895179,0,1439.324501,163.1672103,9.801566396,133.9030535,6.909355248,171.6122229,176.0054168,16.40837247,126.4981411,163.8646612,42.93107938,1817.043959,416.423019,-88.84406578,-4.480999771,50.92172671,35.78140473,189.9318788,791,10.77994927,9,0,0.354367827,196.7138991,0,0,15.75342103,3.902619837,40.97861883,93.06685717,71.64370403,367.9859534,120.9529512,51.11737232,1.570343397,12.34395914,34.37174151,68.78031531,107.5409142,-100,-100,-97.7100455,-100,-99.64563217,-23.74731385,-87.50487649,56.79767269,33.34836853,9.856272533,0.32,12.601,3.892,2,83.043,309.262,803.746,31.8699823,34.75243996,SOREQ - YAVNE,Israel,600.5008914
il_18178,0.795665982,7.689160849,9.663804939,-0.861678735,0.433562196,0.06091718,1.698473282,0.866803559,13.64655172,50,5332,12,1391,7,332,12,55,69,70,59,41,27,17,10,57,0,0,0,0,0,6,14,33,14,154,6,302,0,27,62,0,20,35,16,0,258,262,217,241,249,12,42,63,16,27,9,228,191,46,32,147,73,70,1,153,182,129,134,96,491,1353,35,100,13,0,0,0,0,-65,76,57,110,129,0,0,33,0,899,0,436,16,34,334,10,31671,4123855104,262,29,67,101,57,0,674.677,160,11,132,7,169,172,19,128,162,36,1418,414,-87,-2,50,35,199,791,7,9,0,1,210,0,0,14,4,38,85,62,104,124,38,5,14,26,74,114,-100,-100,-98,-100,-99,-39,-89,54,21,9,0.32,12.601,3.892,2,83.043,309.262,803.746,31.83725745,34.78193559,EQRON - BET EL'AZARI WEIR,Israel,63.26334564
il_18180,0.842474333,6.957689938,8.258637289,-0.818663557,0.575311298,0.062833676,1.639285714,0.855578371,12.53761284,105.7005824,5555.762145,22.06061874,1377.672176,7.199309745,586.0530933,12,53.00175228,68.68490071,72.83151566,62.55196985,43.99243301,28.50185892,17.656917,10.94232208,42.93279743,4.84059025,0,0,0,5.305786004,6.097380163,13.54912815,30.99501687,14,368.8525854,14.10760147,317.8189577,0.289954497,13.05656417,33.61588691,5.316561108,19.85943177,73.55778558,56.38304204,0.289954497,251.1632792,255.1632792,211.7876631,235.1736879,241.1370478,22.06061874,45.18500735,67.93842837,16.656917,28.69443326,9.199309745,220.2276925,180.7969824,41.7523316,27.94490594,134.3933797,76.73999477,68.73802921,1,140.101016,172.2205234,114.9299132,120.7748551,96,493.8238245,2994.304506,186.3588422,60.77773184,13,39.22226816,0,0,0,-64.21859527,71.9971583,52.51917889,109.311426,114.9299132,0,0,33.01818616,0,899,0,436,16,34.68402457,342.4711072,16.03044028,27823.78192,7173265869,255.1632792,26.10512459,60.76575786,95.05571236,52.15895179,0,1439.324501,163.1672103,9.801566396,133.9030535,6.909355248,171.6122229,176.0054168,16.40837247,126.4981411,163.8646612,42.93107938,1817.043959,416.423019,-88.84406578,-4.480999771,50.92172671,35.78140473,189.9318788,791,10.77994927,9,0,0.354367827,196.7138991,0,0,15.75342103,3.902619837,40.97861883,93.06685717,71.64370403,367.9859534,120.9529512,51.11737232,1.570343397,12.34395914,34.37174151,68.78031531,107.5409142,-100,-100,-97.7100455,-100,-99.64563217,-23.74731385,-87.50487649,56.79767269,33.34836853,9.856272533,0.32,12.601,3.892,2,83.043,309.262,803.746,31.90004464,34.76409042,GAMLI'EL -  HIGHWAY 42,Israel,600.5008914
il_19130,0.596219028,6.655132786,11.16222809,-0.865223402,0.444062147,0.059616701,1.598165138,0.883162218,14.91676301,158,4254,2,1379,6,1004,12,44,58,62,53,38,24,15,9,65,0,0,0,0,2,5,12,26,14,248,28,230,0,16,31,1,38,64,52,0,251,255,212,235,240,2,39,58,14,25,8,219,180,35,24,135,65,58,1,142,173,116,122,96,419,2633,35,97,13,0,3,0,0,-70,72,53,109,116,0,0,34,0,899,0,436,12,29,285,13,21998,813507520,255,26,61,95,53,0,278.906,165,9,134,6,172,176,14,126,163,45,2583,353,-90,-17,37,30,190,791,28,9,0,0,175,0,0,14,4,40,79,62,393,104,27,0,11,40,60,86,-100,-100,-98,-100,-100,-34,-89,49,20,15,0.128,4.608,1.405,0,33.986,116.399,64.81,31.70572122,34.72475638,GUVRIN - SHAFIR,Israel,195.1327534
il_19160,0.646715264,6.960825462,10.76335422,-0.856728033,0.465131149,0.060711841,1.567137809,0.874401095,13.82575758,155.0940679,3666.384205,8.461054978,1395.241922,6.017483433,763.4088685,12,45.5083032,60.19649699,64.83224048,56.37071509,39.83507673,25.68535754,15.57344147,9.57344147,69.94322019,0,0,0,0,2.812477701,5.017483433,11.47900883,26.08741716,12,347.1784429,30.9616369,237.6985999,0,7.549709062,30.4745366,0.576277717,28.41457773,97.13139285,68.7884019,1.111916075,251.0365466,255.05403,214.0756927,236.1309792,240.0715135,8.461054978,41.77979019,62.85390315,15.12939951,26.26163526,7.59376115,219.4777523,179.807042,35.80262597,23.39922337,133.3413373,69.73915083,61.00897469,6,137.5869824,171.570842,113.2469047,119.2294213,89,441.6067332,2328.696064,217.0161807,89.37583825,13,10.56320271,0.060959039,0,0,-68.27967559,71.60329274,52.21453732,110.2187166,113.2469047,0,0,34.38875542,0,899,0,436,18,30.57060522,279.2046282,14.74765957,20474.81797,569710074.9,255.05403,25.83279738,60.08230156,94.099785,51.65857928,0,694.221766,167.7642066,8.479008828,136.3929346,6.017483433,175.7264035,180.2648781,13.92021454,126.6802419,167.1676092,19.41359154,3235.450389,372.3507704,-90.50350774,-16.21675734,40.36086336,31.72032441,188.9770808,791,2.067402506,9,0,0.017483433,191.0887557,0,0,15.63290725,3.982516567,39.7784472,86.73096223,68.9728347,464.7090747,108.2801415,20.90293762,0.034966865,10.49649226,14.85669713,59.91036282,87.58586863,-100,-100,-98,-100,-99.98251657,-26.64794147,-87.90556736,52.20351247,29.47862179,10.72749017,0.166,6.047,1.882,0,38.038,114.991,210.099,31.70493054,34.84324571,HAELA - TEL ZAFIT,Israel,294.3046315
